SEQUENCE ID;PFAM;GBA_AA;GBA_AB;GBA_AC;GBA_AD;GBA_AE;GBA_AF;GBA_AG;GBA_AH;GBA_AI
gba_locus_17792_iso_1_len_1072_ver_2;not hit found;0,19;0,90;1,62;-0,22;1,25;0,80;1,18;0,24;1,56
gba_locus_17793_iso_1_len_3959_ver_2;PF02042.8;0,99;1,95;2,27;-0,30;2,96;2,05;2,55;3,48;-1,02
gba_locus_17794_iso_6_len_1584_ver_2;PF00107.19;5,64;4,37;4,98;5,12;5,50;0,96;1,22;4,13;5,98
gba_locus_17795_iso_1_len_895_ver_2;PF05347.8;3,57;3,45;3,85;3,02;3,18;3,34;3,36;2,89;3,47
gba_locus_17796_iso_2_len_3024_ver_2;not hit found;2,99;0,96;3,33;-0,09;1,71;-1,05;0,18;1,03;-0,50
gba_locus_17797_iso_1_len_2176_ver_2;PF02536.7;1,84;1,50;1,50;0,69;1,23;1,29;1,35;1,12;3,94
gba_locus_17799_iso_1_len_3449_ver_2;not hit found;1,89;-0,58;0,98;-0,67;2,13;-0,34;-0,28;2,29;1,92
gba_locus_1779_iso_1_len_1249_ver_2;not hit found;2,07;2,29;2,79;0,70;2,88;1,93;2,24;1,55;2,89
gba_locus_177_iso_1_len_2006_ver_2;PF00536.23;3,22;4,01;3,93;2,76;3,40;4,43;4,15;3,60;4,98
gba_locus_17800_iso_1_len_993_ver_2;not hit found;-0,29;0,97;0,94;0,00;0,75;1,46;1,03;1,56;0,30
gba_locus_17801_iso_1_len_307_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,62;0,00;0,00;0,00
gba_locus_17802_iso_1_len_2761_ver_2;PF07714.10;2,55;3,17;3,46;2,51;2,98;2,46;2,18;3,48;2,46
gba_locus_17803_iso_1_len_987_ver_2;not hit found;0,95;-0,63;1,18;0,00;0,97;1,18;1,70;0,76;1,02
gba_locus_17804_iso_1_len_820_ver_2;PF04398.5;4,42;3,97;4,41;4,02;4,49;3,75;3,69;4,27;1,90
gba_locus_17806_iso_1_len_959_ver_2;not hit found;4,78;3,28;4,12;3,65;3,72;2,71;4,03;3,98;5,72
gba_locus_17807_iso_1_len_582_ver_2;not hit found;0,00;0,00;-0,02;0,00;0,00;0,81;0,00;0,00;0,00
gba_locus_17808_iso_1_len_365_ver_2;not hit found;0,00;0,00;1,19;0,00;0,00;0,00;0,00;1,23;0,00
gba_locus_17809_iso_2_len_4029_ver_2;PF00917.19;1,92;2,43;2,44;1,05;2,46;1,49;2,15;2,98;2,88
gba_locus_1780_iso_7_len_3296_ver_2;PF00560.26;5,30;5,27;5,05;5,67;5,39;5,59;5,33;5,44;4,57
gba_locus_17810_iso_3_len_1559_ver_2;not hit found;1,31;1,60;2,19;0,60;1,79;0,66;0,70;0,62;1,52
gba_locus_17811_iso_4_len_458_ver_2;PF01535.13;0,00;0,00;0,00;0,00;0,00;1,74;1,80;0,46;0,00
gba_locus_17812_iso_1_len_959_ver_2;not hit found;4,58;0,00;1,54;0,51;4,10;5,02;4,81;5,06;7,69
gba_locus_17816_iso_1_len_1001_ver_2;PF00847.13;1,58;1,24;1,06;4,47;2,03;0,00;0,00;2,17;0,47
gba_locus_17817_iso_3_len_662_ver_2;PF00098.16;3,26;1,01;3,21;1,51;5,42;1,76;2,18;3,10;0,13
gba_locus_17818_iso_1_len_2639_ver_2;PF00612.20;0,92;1,40;2,26;0,75;1,71;0,00;-0,86;0,72;0,84
gba_locus_17819_iso_1_len_1215_ver_2;not hit found;0,62;-0,94;0,87;0,00;-0,40;-0,01;-0,41;1,47;-0,34
gba_locus_1781_iso_1_len_3512_ver_2;PF06480.8;3,65;3,45;3,53;2,58;3,10;5,09;5,58;3,55;3,88
gba_locus_17821_iso_3_len_1314_ver_2;PF01535.13;1,24;1,46;1,98;0,99;1,81;2,78;3,08;2,46;1,57
gba_locus_17823_iso_4_len_1648_ver_2;not hit found;3,47;2,86;3,63;6,70;5,20;0,54;0,00;3,49;2,48
gba_locus_17825_iso_1_len_2820_ver_2;not hit found;3,08;3,67;3,98;1,91;3,23;2,29;2,43;3,80;1,83
gba_locus_17826_iso_1_len_3268_ver_2;PF00646.26;2,32;2,08;3,25;1,53;3,42;0,81;1,57;3,15;1,17
gba_locus_17827_iso_1_len_293_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17828_iso_1_len_334_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_1782_iso_3_len_2385_ver_2;PF05834.5;4,47;3,55;3,31;0,36;1,09;6,02;6,06;4,03;3,09
gba_locus_17831_iso_1_len_3307_ver_2;not hit found;2,60;4,21;4,49;2,64;2,93;-0,15;-0,22;2,44;2,78
gba_locus_17832_iso_4_len_815_ver_2;PF01883.12;4,51;5,27;5,08;5,12;4,60;4,15;3,70;4,27;4,77
gba_locus_17833_iso_1_len_3253_ver_2;PF04057.5;1,50;2,83;2,63;2,01;2,31;-0,04;-1,00;2,62;1,90
gba_locus_17834_iso_1_len_518_ver_2;not hit found;5,44;0,00;2,74;0,00;0,00;3,10;2,83;7,24;1,44
gba_locus_17836_iso_1_len_1898_ver_2;PF00650.13;3,10;2,80;2,19;1,42;3,12;0,63;1,49;0,18;3,22
gba_locus_17839_iso_2_len_1422_ver_2;PF06962.5;2,21;1,76;1,90;1,34;1,26;2,42;2,49;1,96;2,65
gba_locus_1783_iso_1_len_1319_ver_2;PF00957.14;5,70;5,06;5,65;4,99;5,23;3,90;4,27;5,98;4,37
gba_locus_17840_iso_1_len_1367_ver_2;PF00071.15;2,52;0,95;2,11;0,44;1,24;1,70;3,17;3,06;2,12
gba_locus_17842_iso_1_len_1414_ver_2;PF01535.13;0,47;1,51;1,55;-0,26;1,54;-0,06;1,06;1,65;1,34
gba_locus_17845_iso_1_len_2042_ver_2;not hit found;1,17;0,90;1,98;-0,33;0,69;-0,97;0,71;1,24;1,77
gba_locus_17846_iso_1_len_2677_ver_2;PF07173.5;1,64;6,32;6,67;3,78;5,50;1,75;0,31;0,98;-0,65
gba_locus_17848_iso_1_len_325_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;2,36;0,00;0,00
gba_locus_17849_iso_1_len_1644_ver_2;PF00150.11;4,51;2,52;5,56;0,77;3,26;1,06;1,85;0,60;0,00
gba_locus_1784_iso_3_len_625_ver_2;not hit found;9,71;6,59;5,30;6,27;7,38;7,60;6,96;4,35;4,40
gba_locus_17850_iso_1_len_514_ver_2;not hit found;0,03;0,87;0,00;0,00;0,00;0,00;0,00;0,00;0,76
gba_locus_17851_iso_1_len_602_ver_2;not hit found;-0,21;0,00;0,06;0,00;0,58;0,00;0,00;0,00;0,27
gba_locus_17852_iso_1_len_595_ver_2;not hit found;0,07;0,06;0,79;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17853_iso_2_len_680_ver_2;PF00407.12;8,57;5,31;8,38;6,78;6,42;5,33;5,26;6,01;7,16
gba_locus_17854_iso_1_len_1421_ver_2;PF01758.9;0,00;0,00;0,00;0,00;0,00;0,00;-0,89;2,76;1,71
gba_locus_17856_iso_4_len_2382_ver_2;PF03901.10;3,08;3,55;3,53;2,47;2,70;2,88;3,01;2,91;2,99
gba_locus_17857_iso_1_len_2151_ver_2;PF00560.26;-0,97;2,13;2,17;2,32;3,66;1,09;-0,16;-0,86;0,00
gba_locus_17858_iso_1_len_282_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17859_iso_1_len_1135_ver_2;PF00436.18;4,10;4,02;3,95;2,90;3,33;4,01;4,06;3,16;3,98
gba_locus_1785_iso_4_len_2251_ver_2;PF05201.8;5,85;3,12;3,65;3,07;2,83;7,78;7,19;4,37;4,92
gba_locus_17860_iso_1_len_637_ver_2;not hit found;4,81;3,32;3,10;7,32;4,45;3,20;1,56;4,47;3,74
gba_locus_17861_iso_1_len_438_ver_2;not hit found;3,30;0,00;3,71;0,00;3,40;3,25;3,71;2,89;0,00
gba_locus_17862_iso_1_len_600_ver_2;not hit found;6,33;2,16;7,03;2,76;3,95;2,22;3,33;0,24;2,34
gba_locus_17865_iso_2_len_830_ver_2;not hit found;3,44;4,35;4,90;5,37;8,90;3,23;3,28;4,34;4,35
gba_locus_17867_iso_1_len_3155_ver_2;PF01426.11;4,19;3,16;3,52;2,22;3,71;-1,31;-0,48;3,64;-0,06
gba_locus_17868_iso_1_len_524_ver_2;not hit found;0,93;0,58;0,90;0,09;0,00;0,78;2,20;0,49;1,86
gba_locus_17869_iso_1_len_425_ver_2;not hit found;1,92;3,60;2,60;0,49;0,00;2,16;1,82;0,00;0,00
gba_locus_1786_iso_8_len_2115_ver_2;PF12481.1;6,25;7,15;6,65;6,24;7,10;7,57;7,30;6,55;4,82
gba_locus_17870_iso_1_len_472_ver_2;PF03088.9;0,00;0,42;0,00;0,00;3,19;3,40;1,88;0,00;0,00
gba_locus_17871_iso_1_len_335_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;1,07;1,02;0,00
gba_locus_17872_iso_4_len_1026_ver_2;PF03732.10;3,23;1,54;3,65;2,21;5,78;2,54;2,79;3,35;1,50
gba_locus_17874_iso_2_len_563_ver_2;PF01535.13;0,00;0,63;0,00;0,00;0,00;1,72;1,50;0,63;0,31
gba_locus_17875_iso_1_len_513_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17877_iso_1_len_3313_ver_2;not hit found;3,38;2,18;2,90;1,06;3,26;-0,45;-1,37;1,39;0,37
gba_locus_17878_iso_1_len_1441_ver_2;PF00400.25;1,78;1,66;1,89;1,28;0,95;1,07;1,11;1,80;3,03
gba_locus_1787_iso_1_len_2144_ver_2;PF01018.15;4,21;4,41;3,98;3,21;3,37;5,78;5,59;3,56;3,71
gba_locus_17880_iso_6_len_1400_ver_2;PF07939.4;3,67;2,56;2,98;3,74;4,13;0,70;0,47;2,03;2,23
gba_locus_17882_iso_1_len_301_ver_2;not hit found;4,86;2,86;4,68;3,65;6,97;3,55;3,48;4,71;2,07
gba_locus_17883_iso_1_len_473_ver_2;PF03079.7;4,17;0,00;0,00;0,00;0,00;6,53;7,32;4,72;2,88
gba_locus_17884_iso_1_len_254_ver_2;not hit found;5,24;3,05;5,56;3,88;6,69;4,90;5,19;5,39;2,77
gba_locus_17885_iso_1_len_2191_ver_2;PF06136.6;3,75;1,95;5,11;1,98;5,46;2,58;2,51;0,53;1,90
gba_locus_17886_iso_1_len_665_ver_2;not hit found;0,74;0,00;1,81;1,41;2,06;0,78;1,21;0,62;0,94
gba_locus_17887_iso_1_len_314_ver_2;PF01535.13;2,22;2,52;2,22;1,84;2,74;2,93;3,25;2,55;3,20
gba_locus_17889_iso_4_len_522_ver_2;not hit found;0,44;1,59;1,07;1,60;1,80;2,13;2,22;1,72;0,52
gba_locus_1788_iso_4_len_1632_ver_2;PF01025.12;5,86;5,05;5,74;4,50;5,06;6,57;6,89;5,13;5,72
gba_locus_17890_iso_2_len_1268_ver_2;PF00561.13;1,94;1,85;3,85;1,68;2,97;0,68;1,43;1,34;0,45
gba_locus_17891_iso_1_len_1727_ver_2;not hit found;0,83;1,59;0,67;1,05;1,18;0,47;0,79;0,63;0,28
gba_locus_17892_iso_1_len_2671_ver_2;PF00365.13;3,51;3,83;4,35;4,64;4,76;0,95;1,85;3,76;1,42
gba_locus_17893_iso_1_len_385_ver_2;not hit found;2,49;2,61;3,04;1,43;2,54;3,59;3,40;2,99;2,19
gba_locus_17894_iso_5_len_1282_ver_2;not hit found;3,68;3,06;2,59;2,80;2,47;4,66;4,03;2,87;1,94
gba_locus_17895_iso_1_len_1593_ver_2;PF01412.11;2,54;3,23;3,20;2,82;3,23;2,84;3,31;2,28;2,15
gba_locus_17896_iso_3_len_2009_ver_2;PF01715.10;3,56;3,18;2,37;2,71;2,79;1,58;0,92;2,38;5,12
gba_locus_17897_iso_1_len_735_ver_2;PF01535.13;0,11;0,84;0,19;0,34;0,33;1,86;2,56;1,24;0,95
gba_locus_17899_iso_3_len_360_ver_2;PF01535.13;2,21;2,07;2,03;1,15;2,71;3,17;3,67;2,50;3,47
gba_locus_1789_iso_2_len_1805_ver_2;PF01370.14;5,22;2,22;3,07;-1,55;0,79;7,83;7,98;3,45;0,73
gba_locus_178_iso_1_len_2577_ver_2;PF06814.6;5,01;5,10;4,99;4,54;4,61;4,80;4,95;4,88;4,73
gba_locus_17900_iso_3_len_4180_ver_2;PF02493.13;3,46;2,56;3,10;3,05;2,55;1,52;1,24;3,34;1,64
gba_locus_17903_iso_2_len_782_ver_2;PF01535.13;1,16;1,87;1,99;1,18;1,50;2,28;2,34;2,34;2,62
gba_locus_17904_iso_1_len_1207_ver_2;PF00643.17;3,83;2,77;3,13;2,45;2,42;3,94;3,46;2,78;2,57
gba_locus_17905_iso_2_len_633_ver_2;not hit found;2,39;1,11;0,85;0,72;1,18;2,04;1,90;0,00;1,44
gba_locus_17906_iso_1_len_450_ver_2;not hit found;2,13;1,82;1,30;0,00;0,00;2,16;1,39;0,56;0,00
gba_locus_17908_iso_1_len_1227_ver_2;not hit found;4,85;3,90;4,38;3,65;4,12;4,79;4,81;4,09;4,67
gba_locus_17909_iso_5_len_1871_ver_2;PF00069.18;4,59;2,38;3,72;7,03;5,82;1,56;-1,00;4,16;3,49
gba_locus_1790_iso_5_len_2830_ver_2;not hit found;2,77;4,14;3,99;2,68;3,04;2,75;3,20;3,80;3,80
gba_locus_17910_iso_2_len_1012_ver_2;not hit found;5,75;2,11;2,60;1,87;3,90;0,00;0,00;5,05;5,54
gba_locus_17911_iso_1_len_359_ver_2;not hit found;0,00;0,85;0,99;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17912_iso_1_len_1428_ver_2;PF01980.9;2,24;1,50;1,52;1,54;1,82;1,75;2,06;1,74;1,87
gba_locus_17913_iso_1_len_436_ver_2;not hit found;2,72;0,00;0,00;1,13;0,00;2,43;2,19;0,73;1,95
gba_locus_17914_iso_1_len_618_ver_2;PF02536.7;1,52;0,77;1,56;0,50;1,31;0,00;0,00;1,25;0,00
gba_locus_17916_iso_10_len_3519_ver_2;PF03901.10;2,91;3,42;3,45;2,11;2,74;1,89;2,13;2,72;3,27
gba_locus_17917_iso_1_len_281_ver_2;not hit found;1,84;1,51;1,51;1,74;0,00;0,00;0,00;0,00;0,00
gba_locus_17918_iso_1_len_952_ver_2;not hit found;2,12;0,00;-0,28;0,00;0,27;3,42;3,54;1,74;0,00
gba_locus_17919_iso_1_len_1840_ver_2;PF01453.17;0,45;0,00;0,00;0,00;-0,30;3,64;3,77;0,23;0,00
gba_locus_1791_iso_3_len_548_ver_2;not hit found;8,34;8,63;8,53;7,77;8,59;7,45;7,28;7,13;6,50
gba_locus_17920_iso_3_len_2461_ver_2;PF03081.8;2,37;1,65;1,76;1,51;2,44;1,52;0,77;3,74;5,61
gba_locus_17921_iso_1_len_1315_ver_2;not hit found;5,88;3,63;3,72;5,31;3,79;2,68;3,21;4,33;2,87
gba_locus_17922_iso_1_len_2903_ver_2;PF00400.25;3,64;4,14;4,19;3,53;3,85;3,53;3,87;4,21;3,56
gba_locus_17924_iso_2_len_736_ver_2;PF03911.9;2,72;3,35;3,60;4,09;3,46;2,01;1,85;2,72;3,29
gba_locus_17927_iso_1_len_1980_ver_2;PF00004.22;2,69;2,13;2,51;1,12;2,57;1,93;2,63;2,06;2,02
gba_locus_17928_iso_1_len_436_ver_2;not hit found;0,55;0,00;0,91;0,59;1,22;1,26;1,36;0,95;0,77
gba_locus_17929_iso_1_len_371_ver_2;not hit found;0,00;0,00;0,68;0,00;0,00;0,00;0,73;0,00;0,00
gba_locus_1792_iso_8_len_3375_ver_2;PF08555.3;2,63;3,14;2,74;1,94;2,43;2,18;2,09;1,99;1,77
gba_locus_17930_iso_1_len_3479_ver_2;PF10497.2;2,88;0,10;1,29;-1,02;1,57;-0,38;-1,00;2,61;1,30
gba_locus_17932_iso_1_len_951_ver_2;not hit found;1,33;0,03;0,56;0,80;1,27;0,16;-0,09;1,76;0,44
gba_locus_17933_iso_10_len_1732_ver_2;PF00201.11;3,67;3,68;5,02;1,93;3,66;1,54;1,22;3,40;8,50
gba_locus_17934_iso_1_len_1982_ver_2;PF04827.7;2,32;2,12;2,40;2,16;2,10;0,96;1,20;1,72;2,38
gba_locus_17935_iso_2_len_1710_ver_2;not hit found;4,78;3,55;3,71;3,20;3,76;2,46;2,18;5,25;5,13
gba_locus_17936_iso_1_len_357_ver_2;not hit found;0,00;0,00;0,88;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17937_iso_1_len_759_ver_2;PF03133.8;0,64;1,80;1,38;0,86;0,37;-0,01;0,00;0,00;2,46
gba_locus_17939_iso_1_len_1368_ver_2;not hit found;2,10;2,29;3,43;0,82;3,68;1,79;1,35;1,94;0,00
gba_locus_1793_iso_5_len_2686_ver_2;PF00642.17;6,85;6,63;7,18;5,66;6,63;6,06;6,16;5,61;6,86
gba_locus_17941_iso_1_len_866_ver_2;not hit found;0,50;2,08;2,03;1,89;2,20;0,12;0,00;-0,58;0,26
gba_locus_17943_iso_6_len_1150_ver_2;PF09229.4;5,00;4,20;5,21;3,97;4,39;3,59;4,07;3,25;3,74
gba_locus_17944_iso_1_len_348_ver_2;PF00142.11;2,53;0,00;1,27;0,00;5,61;2,47;2,01;2,20;0,00
gba_locus_17945_iso_1_len_3411_ver_2;PF00400.25;1,79;2,19;1,58;1,47;1,63;1,00;0,63;1,79;3,01
gba_locus_17947_iso_1_len_2139_ver_2;not hit found;1,87;0,16;-0,38;0,50;0,00;0,42;0,71;3,73;0,92
gba_locus_17948_iso_1_len_491_ver_2;not hit found;1,18;0,00;0,00;0,00;0,00;1,53;0,59;1,72;0,00
gba_locus_17949_iso_1_len_1260_ver_2;PF01814.16;1,24;2,24;1,90;0,28;2,91;1,67;1,29;1,88;1,79
gba_locus_1794_iso_1_len_1860_ver_2;PF00026.16;4,26;4,32;4,32;4,67;4,58;7,66;7,88;3,18;0,77
gba_locus_17950_iso_1_len_616_ver_2;PF05347.8;3,14;2,44;3,67;1,72;3,01;2,05;2,61;1,70;1,24
gba_locus_17951_iso_1_len_759_ver_2;PF07896.5;3,91;3,68;4,08;2,96;3,40;4,26;4,16;3,36;3,56
gba_locus_17952_iso_1_len_1382_ver_2;not hit found;3,21;3,05;3,42;2,20;2,77;2,20;2,72;2,84;2,17
gba_locus_17953_iso_1_len_1770_ver_2;PF01554.11;2,76;0,00;-1,01;-1,66;0,60;2,08;2,04;1,43;1,89
gba_locus_17954_iso_1_len_1322_ver_2;PF02527.8;2,02;1,59;1,26;1,03;1,44;1,73;2,41;0,71;1,19
gba_locus_17955_iso_1_len_1777_ver_2;PF01221.11;3,13;3,82;3,95;2,23;3,68;2,63;3,10;4,19;2,06
gba_locus_17956_iso_1_len_3126_ver_2;PF01554.11;4,40;-0,02;2,33;0,23;1,36;2,37;3,60;5,65;-0,59
gba_locus_17958_iso_1_len_886_ver_2;PF00561.13;1,97;0,00;1,66;1,80;3,03;0,63;1,60;0,92;0,00
gba_locus_17959_iso_1_len_2533_ver_2;PF10250.2;2,40;2,76;2,59;2,34;2,90;2,48;3,14;3,34;0,26
gba_locus_1795_iso_1_len_5457_ver_2;not hit found;3,35;2,74;3,53;0,21;2,16;3,32;3,46;5,05;0,72
gba_locus_17962_iso_1_len_850_ver_2;not hit found;3,41;2,13;2,46;0,75;0,06;3,42;3,73;1,41;2,36
gba_locus_17964_iso_2_len_2497_ver_2;PF01432.13;2,66;2,63;2,55;2,13;2,82;1,69;2,08;2,44;1,94
gba_locus_17965_iso_2_len_1362_ver_2;PF01557.11;2,42;-0,41;1,08;0,86;1,17;2,12;1,72;2,87;2,75
gba_locus_17966_iso_1_len_1561_ver_2;PF04900.5;3,57;3,62;3,54;3,10;3,56;2,20;2,45;2,94;2,01
gba_locus_17968_iso_1_len_1745_ver_2;not hit found;1,03;0,78;-0,60;-0,44;0,00;0,08;-0,65;0,64;1,60
gba_locus_17969_iso_1_len_1168_ver_2;PF01535.13;0,39;0,21;1,18;-0,88;1,59;1,89;2,41;2,35;0,74
gba_locus_1796_iso_1_len_547_ver_2;PF01535.13;0,00;0,00;0,45;0,00;0,00;2,74;3,60;0,70;0,00
gba_locus_17970_iso_1_len_336_ver_2;not hit found;0,00;0,00;1,51;0,00;1,49;0,00;0,00;1,26;1,63
gba_locus_17971_iso_1_len_3116_ver_2;PF00069.18;2,76;2,18;2,24;1,00;2,59;2,36;2,09;2,25;1,70
gba_locus_17972_iso_1_len_333_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,83
gba_locus_17973_iso_1_len_2264_ver_2;PF01535.13;2,90;3,37;3,25;2,68;3,32;2,63;3,09;3,42;3,48
gba_locus_17976_iso_3_len_992_ver_2;not hit found;6,82;2,57;5,19;0,00;0,00;3,56;6,29;9,32;4,43
gba_locus_1797_iso_7_len_853_ver_2;not hit found;7,61;7,80;7,56;7,15;7,70;8,20;7,94;8,03;8,22
gba_locus_17980_iso_3_len_1932_ver_2;not hit found;1,78;2,01;1,67;1,46;0,95;2,25;2,23;1,70;3,62
gba_locus_17984_iso_4_len_3418_ver_2;PF00560.26;1,83;3,25;2,38;2,13;1,91;1,95;1,68;1,56;1,18
gba_locus_17985_iso_1_len_372_ver_2;not hit found;0,00;0,00;0,81;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_17986_iso_1_len_566_ver_2;PF06404.5;3,29;0,73;3,31;2,15;5,30;3,23;4,41;0,65;0,00
gba_locus_17987_iso_3_len_1971_ver_2;PF10283.2;2,53;2,80;2,65;2,23;2,41;2,18;1,98;2,17;4,11
gba_locus_17988_iso_4_len_970_ver_2;PF01535.13;1,54;2,32;3,00;1,81;2,50;3,06;3,77;2,83;3,01
gba_locus_17989_iso_1_len_2665_ver_2;PF00443.22;0,99;1,93;1,36;0,44;0,66;0,25;0,73;1,12;1,90
gba_locus_1798_iso_1_len_531_ver_2;not hit found;0,66;0,24;0,38;0,00;2,41;0,00;0,00;0,00;0,00
gba_locus_17990_iso_2_len_344_ver_2;PF01535.13;1,17;1,02;1,61;0,00;1,72;2,03;2,43;1,76;1,61
gba_locus_17991_iso_1_len_883_ver_2;not hit found;0,59;0,95;1,58;0,00;0,68;-0,12;0,76;1,11;0,69
gba_locus_17992_iso_1_len_516_ver_2;not hit found;0,95;2,45;2,36;0,57;1,89;1,24;1,32;1,21;0,00
gba_locus_17993_iso_2_len_2754_ver_2;PF02770.12;6,29;2,96;3,38;5,79;4,50;1,51;1,02;4,46;4,93
gba_locus_17994_iso_1_len_572_ver_2;PF01535.13;0,68;0,26;0,74;0,00;1,31;0,93;1,35;1,24;0,31
gba_locus_17995_iso_1_len_323_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;1,44;1,67;0,00;0,00
gba_locus_17996_iso_11_len_4428_ver_2;PF00368.11;7,87;3,69;4,17;9,02;7,76;1,77;1,18;6,37;6,18
gba_locus_17997_iso_3_len_3994_ver_2;PF08263.5;2,03;1,73;0,23;4,79;4,27;-0,23;-1,71;1,88;0,61
gba_locus_17998_iso_1_len_351_ver_2;not hit found;1,31;0,00;0,00;0,00;1,69;1,30;0,00;0,00;0,00
gba_locus_17999_iso_2_len_3034_ver_2;PF00005.20;2,47;2,92;2,25;1,70;2,62;2,30;2,04;3,03;4,11
gba_locus_1799_iso_7_len_1718_ver_2;not hit found;5,70;5,37;5,10;4,36;4,55;7,40;7,13;4,28;4,81
gba_locus_179_iso_3_len_607_ver_2;PF00177.14;6,95;6,22;6,48;5,96;6,69;6,05;6,48;6,78;6,98
gba_locus_17_iso_5_len_1739_ver_2;PF07767.4;4,91;5,14;5,18;4,98;5,10;4,80;4,84;4,93;5,98
gba_locus_18001_iso_1_len_1840_ver_2;not hit found;2,60;2,72;2,87;0,72;2,35;1,61;1,00;0,86;4,84
gba_locus_18002_iso_1_len_1259_ver_2;not hit found;2,44;0,37;2,26;0,52;1,77;0,51;2,14;1,47;0,95
gba_locus_18004_iso_1_len_925_ver_2;not hit found;3,49;2,10;2,85;2,23;4,77;4,38;4,48;2,67;-0,25
gba_locus_18005_iso_1_len_1784_ver_2;PF04137.8;2,84;2,56;2,05;0,79;1,50;0,89;0,36;2,11;4,67
gba_locus_18007_iso_1_len_1110_ver_2;PF01221.11;0,07;-0,11;1,68;0,17;1,04;3,05;2,85;-0,47;0,00
gba_locus_18008_iso_1_len_1173_ver_2;PF04073.8;2,93;1,70;2,43;1,86;2,52;2,25;2,78;3,05;1,64
gba_locus_18009_iso_4_len_1191_ver_2;PF11911.1;3,60;3,00;2,35;1,73;2,14;2,97;2,34;2,72;6,14
gba_locus_1800_iso_1_len_989_ver_2;not hit found;3,49;4,04;4,28;2,52;3,56;3,89;4,48;3,41;3,34
gba_locus_18010_iso_1_len_418_ver_2;not hit found;0,62;1,29;1,81;0,52;0,00;0,00;0,00;1,46;1,46
gba_locus_18013_iso_5_len_2649_ver_2;not hit found;0,95;4,47;4,07;3,56;3,35;0,64;-0,15;1,19;-0,35
gba_locus_18014_iso_4_len_922_ver_2;PF01535.13;0,87;2,27;1,82;0,78;1,79;2,49;2,34;1,73;2,98
gba_locus_18015_iso_1_len_443_ver_2;PF00023.23;0,40;0,00;0,00;0,00;0,00;2,63;3,08;1,88;1,75
gba_locus_18016_iso_1_len_641_ver_2;not hit found;3,58;1,49;2,15;4,21;2,29;0,00;0,00;3,84;1,89
gba_locus_18018_iso_1_len_809_ver_2;not hit found;0,72;0,52;0,86;-0,12;0,00;0,00;0,00;0,78;0,00
gba_locus_18019_iso_1_len_572_ver_2;PF01535.13;0,03;0,47;0,93;0,35;0,00;1,42;1,34;0,90;0,94
gba_locus_1801_iso_3_len_3391_ver_2;PF00069.18;5,41;5,45;5,49;5,18;5,54;5,37;5,54;5,52;4,12
gba_locus_18020_iso_1_len_279_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;2,14;1,72;0,00;0,00
gba_locus_18021_iso_1_len_2371_ver_2;PF01388.14;2,67;3,78;3,68;2,79;3,00;3,37;3,10;3,25;3,98
gba_locus_18023_iso_1_len_1142_ver_2;not hit found;0,00;0,81;0,00;0,37;1,58;3,00;0,00;0,00;0,00
gba_locus_18024_iso_1_len_448_ver_2;PF00307.24;1,93;0,77;0,64;0,00;0,00;0,00;0,00;1,80;1,08
gba_locus_18025_iso_1_len_1119_ver_2;not hit found;0,54;1,86;1,58;0,98;1,72;1,15;1,43;0,96;2,88
gba_locus_18026_iso_1_len_287_ver_2;not hit found;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
gba_locus_18027_iso_1_len_415_ver_2;not hit found;2,33;1,30;3,27;0,67;5,13;1,98;2,08;2,55;0,00
gba_locus_18029_iso_1_len_1719_ver_2;not hit found;1,42;1,09;0,43;1,71;1,74;1,92;3,03;1,52;0,00
gba_locus_1802_iso_1_len_1602_ver_2;PF00160.14;4,53;1,84;2,09;-0,31;0,04;6,00;5,82;2,30;0,56
gba_locus_18030_iso_2_len_338_ver_2;PF01535.13;2,12;2,29;2,77;1,65;2,07;3,56;3,02;2,82;3,03
gba_locus_18031_iso_3_len_3186_ver_2;PF02714.8;5,48;3,71;4,22;3,33;4,63;2,23;2,68;4,68;3,59
gba_locus_18033_iso_1_len_352_ver_2;PF00150.11;0,00;0,00;1,83;0,00;2,10;1,18;0,00;0,00;0,00
gba_locus_18034_iso_1_len_573_ver_2;not hit found;1,40;2,16;2,95;0,79;1,58;2,45;1,09;0,00;0,89
gba_locus_18035_iso_1_len_1193_ver_2;not hit found;0,09;1,70;0,33;0,12;0,48;0,69;-0,43;0,26;1,27
